x,y,relativePos
62.705803018417576,-466.168695741403,left
39.665203952398194,-456.52132685904735,left
16.388024890404516,-447.43205394333955,left
-6.9133116232290455,-438.3556072424214,left
-30.228473208353673,-429.24731951565707,left
-53.53381504583872,-420.07054719106645,left
-76.70661463143897,-410.58064567704093,left
-99.84289440700456,-401.024860920454,left
-122.9638399382703,-391.4606265963391,left
-146.07609176231173,-381.9091509220716,left
-169.30806272251084,-372.67663774205124,left
-192.7122363810974,-363.8768762287358,left
-216.1009079964734,-355.1404091536477,left
-239.60540708803308,-346.6357454694022,left
-266.560182036182,-336.3880940301131,left
-286.46894808170595,-311.30883130629394,left
-295.9252927447895,-284.01629119394664,left
-300.189237844733,-255.10516835532877,left
-296.86877902090725,-227.2688280818988,left
-291.05810524939625,-201.8896476761851,left
-280.77601560990604,-175.57638108279323,left
-266.7977077298697,-153.48494708859664,left
-252.26637139048617,-131.51867833263736,left
-234.4974656469017,-110.7967116852936,left
-215.21970172659113,-92.30650448823,left
-194.25164118508525,-76.47331958765794,left
-172.29904387010524,-62.46856638996847,left
-149.9830007179703,-49.399621912851785,left
-127.35384719720284,-37.31532627215101,left
-104.15598225626053,-27.052745128830168,left
-80.96395809419936,-17.136628318531137,left
-57.71562669174256,-7.490607980127862,left
-34.765426589287365,2.039457332986018,left
-12.420103245200352,12.695313153357272,left
15.378593501584447,25.160550729763237,left
27.905479254893745,-4.280189042252287,right
51.051220813963276,4.923067824078787,right
74.40031754156271,14.313644587754306,right
97.42212527861123,23.18365349427967,right
119.30968899529218,33.08704095613204,right
141.90967451085066,40.59101259695465,right
164.32797531388024,43.767465724809895,right
188.62123749563142,42.39570855297279,right
211.32312018704363,43.78414699630991,right
231.2841168413917,36.75130020201517,right
246.87873304410363,24.038799766031126,right
260.51654779094787,8.799266760563933,right
266.83944482927103,-10.83032080811166,right
272.4338094820115,-33.11558976589928,right
274.11416845458274,-56.22831751159927,right
275.1573580755147,-80.93643065721392,right
276.71552717753997,-105.73329952241643,right
278.10170452462756,-129.63573742136398,right
276.2191473941174,-154.02972849669547,right
273.9059953683452,-178.91998750846082,right
271.60560350322885,-203.76356692769545,right
269.0183700590518,-228.4446988729619,right
265.7543757645215,-248.0160315208973,right
250.39815772693055,-255.29007497068068,right
238.88170090582614,-257.638565421705,right
230.7364300393149,-246.3150891641231,right
229.46533015429918,-226.89684223597283,right
230.01850400858484,-201.87242679285504,right
231.0150655106844,-177.0454991473648,right
230.95309819071778,-151.94981157874253,right
228.76689359625362,-125.1500122736037,right
221.37497376124588,-98.27351761188557,right
211.41336395761616,-74.38298971954346,right
201.96698623928248,-49.52541334479102,right
175.6061105473487,-27.428775530872798,right
142.4178429941895,-26.753547828059396,right
117.570904253018,-32.48770970685209,right
93.1779702347115,-38.378219391310196,right
69.14822180525401,-44.586077936988964,right
44.51542208286745,-50.12199995595954,right
18.620643791468623,-57.16221445578515,right
-4.895820354483034,-68.15330727844179,right
-27.502421302762265,-79.56888786784194,right
-50.01099894673416,-90.54673404144278,right
-72.55993842448628,-101.48894421894353,right
-95.36352415514068,-113.11060355556377,right
-118.25134333311416,-126.18956497730909,right
-138.59605971582994,-146.58649778062167,right
-153.96381833408154,-170.54255458479238,right
-161.21613340687196,-202.3110331041339,right
-156.88733860536186,-232.1728041514206,right
-132.39922786180327,-255.18206198830885,right
-105.5773167752545,-267.4552677527472,right
-80.34560754861091,-274.3649847594003,right
-56.45040587047276,-280.8913699956496,right
-32.29846742483495,-287.61404134882633,right
-7.774941395100832,-293.7731970845771,right
16.600394934168953,-299.58494310806884,right
40.637343852981715,-305.60694451282194,right
64.34517128270969,-313.0731652573673,right
86.7864851939678,-320.34578343755345,right
108.40211458112093,-331.6200299572459,right
130.18593256350186,-343.3636352940637,right
152.09507071761487,-355.3845397462792,right
174.07145125276926,-367.39422845327124,right
196.06990984534116,-379.3562003041602,right
218.09316055621673,-391.2690819996044,right
240.14248377774396,-403.13413622303085,right
262.5173671873338,-414.3846680317851,right
284.9349944194627,-425.5380546833933,right
306.8499459689716,-437.630456928373,right
328.53021651577944,-450.14999049864514,right
350.19237262216575,-462.67634361120435,right
372.03675911407726,-474.8162773517181,right
394.5510361605973,-485.6321071990382,right
416.75451133854665,-496.9920816406505,right
438.72172055194403,-508.7569082042264,right
460.5732249740124,-520.70969785485,right
481.8763279354136,-532.2155103942868,right
498.6039842565061,-546.9914536723103,right
513.1153836096694,-564.5703743605642,right
520.9235376615874,-584.8397629173928,right
523.9396293286478,-606.5134149878277,right
521.0444931567356,-628.3785310655277,right
514.3088698846035,-650.5687012419502,right
504.97756102023016,-673.4217250579497,right
495.5688158223211,-696.6115257714746,right
486.28236457388306,-719.7976252794786,right
476.893909168205,-742.9441818755636,right
466.54449582325697,-765.6598391098742,right
455.3022052729721,-787.8947987143911,right
443.9353512934639,-810.1945769988812,right
432.5939642130285,-832.9050687014027,right
424.14231715190397,-851.48352550127,right
411.24178041408754,-856.7172146668615,right
388.4361313214112,-858.6646766135106,right
363.3487257252638,-860.7363068620649,right
338.43314044947056,-864.0141922472998,right
315.98414001397816,-865.225102763964,right
296.15192590296414,-862.1870380395194,right
273.3250170665592,-853.6502349887115,right
249.71951955102386,-845.0880313493032,right
225.86551445171298,-836.7178389018313,right
203.05819526868916,-828.1649144426838,right
183.12258178564073,-816.225278448405,right
165.2060174797873,-802.0900225063507,right
149.8085157385772,-783.8996149438991,right
134.50309988569987,-764.802830602034,right
118.31657215777842,-744.9222873971395,right
105.21821975466614,-728.2548565562076,right
107.08995336816164,-708.7225224751238,right
107.94054013428988,-683.5447912768187,right
111.49283049287587,-660.2952108181261,right
117.97998198690846,-637.1296376141846,right
125.31226972219653,-613.187600281185,right
132.22479681075805,-588.8689114424179,right
138.12028719661348,-564.5920907092852,right
144.4969598870997,-540.3679556525142,right
150.87962670950253,-514.3983358018686,right
143.78564746713405,-483.12136057682557,right
119.0464889361412,-462.05314550089923,right
94.9947850210652,-453.34554277612375,right
71.74560467137061,-443.7873412230708,right
48.47900858085561,-434.4307065877335,right
25.154657937581916,-425.31944410152903,right
1.8492849030898948,-416.2446244936392,right
-21.422323718797603,-407.1504170140033,right
-44.66535810449246,-397.9985776260392,right
-67.82638246684442,-388.60398338034764,right
-90.97512017851848,-379.1467204777062,right
-114.12801381020466,-369.673123351713,right
-137.2914389881841,-360.20449472488633,right
-160.37491029697458,-350.53369492177245,right
-183.3412110663842,-340.5745728972837,right
-206.3678197988994,-330.6420558388176,right
-229.51258415371842,-320.944102193493,right
-248.8555240310964,-311.41531627266374,right
-260.2037069200937,-296.5353641532405,right
-267.2606591354789,-276.01651744439727,right
-269.6767619525075,-255.28400886068835,right
-266.4183203213694,-233.15421345481525,right
-261.6815659362577,-209.51868031365794,right
-252.31191975493277,-189.29833605134252,right
-242.02220278159882,-167.55912168457928,right
-229.90862518975302,-147.12178317826348,right
-214.5265675805186,-130.1804108013585,right
-196.55955008655957,-114.95959570711285,right
-177.64577809861552,-100.58895167876064,right
-157.01712735855196,-88.30891214489046,right
-135.00734542661982,-78.00572737295674,right
-112.52570061417033,-68.22346484295629,right
-90.55041856511588,-56.93957969935981,right
-67.93310340573707,-46.89569408155838,right
-45.00557204019465,-37.33592975347561,right
-21.712925916673985,-27.6019793763138,right
0.8745831234675974,-16.21206373142345,right
27.905479254893745,-4.280189042252287,right
21.642036378239098,10.440180843755474,middle
21.713724748277805,10.47093854855323,middle
21.785418762653354,10.501683805957772,middle
21.857118402925813,10.532416657694847,middle
21.92882365065527,10.563137145490208,middle
22.000534487401808,10.593845311069607,middle
22.072250894725503,10.624541196158797,middle
22.14397285418643,10.655224842483527,middle
22.21570034734468,10.68589629176955,middle
22.287433355760324,10.716555585742618,middle
22.35917186099345,10.747202766128483,middle
22.430915844604126,10.777837874652894,middle
22.502665288152446,10.808460953041607,middle
22.57442017319848,10.839072043020368,middle
22.646180481302316,10.869671186314932,middle
22.717946194024027,10.90025842465105,middle
22.789717292923694,10.930833799754474,middle
22.8614937595614,10.961397353350955,middle
22.93327557549723,10.991949127166244,middle
23.00506272229125,11.022489162926094,middle
23.076855181503554,11.053017502356257,middle
23.148652934694216,11.083534187182481,middle
23.220455963423312,11.114039259130521,middle
23.29226424925093,11.144532759926127,middle
23.364077773737144,11.175014731295052,middle
23.43589651844204,11.205485214963048,middle
23.50772046492569,11.235944252655862,middle
23.579549594748183,11.266391886099253,middle
23.651383889469592,11.296828157018965,middle
23.72322333065,11.327253107140756,middle
23.79506789984949,11.357666778190373,middle
23.866917578628136,11.38806921189357,middle
23.93877234854602,11.418460449976095,middle
24.010632191163225,11.448840534163704,middle
24.08249708803983,11.479209506182148,middle
24.154367020735915,11.509567407757178,middle
24.226241970811557,11.539914280614544,middle
24.29812191982684,11.57025016648,middle
24.37000684934184,11.600575107079296,middle
24.441896740916643,11.630889144138182,middle
24.513791576111323,11.661192319382412,middle
24.585691336485965,11.691484674537737,middle
24.657596003600645,11.72176625132991,middle
24.729505559015447,11.75203709148468,middle
24.801419984290447,11.7822972367278,middle
24.873339260985727,11.812546728785023,middle
24.94526337066137,11.842785609382098,middle
25.017192294877447,11.873013920244777,middle
25.089126015194047,11.903231703098811,middle
25.161064513171247,11.933438999669953,middle
25.23300777036913,11.963635851683955,middle
25.304955768347774,11.993822300866569,middle
25.376908488667254,12.023998388943545,middle
25.44886591288766,12.054164157640635,middle
25.520828022569063,12.08431964868359,middle
25.592794799271545,12.114464903798162,middle
25.664766224555194,12.144599964710103,middle
25.736742279980074,12.174724873145163,middle
25.808722947106283,12.204839670829095,middle
25.88070820749389,12.23494439948765,middle
25.95269804270298,12.265039100846582,middle
26.02469243429363,12.295123816631643,middle
26.096691363825922,12.325198588568577,middle
26.168694812859936,12.355263458383146,middle
26.24070276295575,12.385318467801092,middle
26.31271519567344,12.415363658548172,middle
26.384732092573103,12.445399072350137,middle
26.456753435214797,12.475424750932739,middle
26.52877920515862,12.505440736021727,middle
26.600809383964645,12.535447069342856,middle
26.67284395319295,12.565443792621876,middle
26.744882894403613,12.595430947584537,middle
26.816926189156717,12.625408575956593,middle
26.888973819012346,12.655376719463792,middle
26.96102576553058,12.685335419831892,middle
27.033082010271492,12.715284718786636,middle
27.10514253479517,12.745224658053786,middle
27.177207320661683,12.775155279359085,middle
27.249276349431128,12.805076624428287,middle
27.32134960266357,12.834988734987144,middle
27.3934270619191,12.86489165276141,middle
27.46550870875778,12.894785419476833,middle
27.537594524739717,12.924670076859163,middle
27.609684491424968,12.954545666634159,middle
27.68177859037363,12.984412230527566,middle
27.75387680314576,13.014269810265137,middle
27.825979111301468,13.044118447572624,middle
27.89808549640081,13.07395818417578,middle
27.970195940003883,13.103789061800356,middle
28.04231042367075,13.1336111221721,middle
28.11442892896151,13.16342440701677,middle
28.186551437436226,13.19322895806011,middle
28.258677930654986,13.223024817027877,middle
28.330808390177868,13.252812025645822,middle
28.40294279756496,13.282590625639696,middle
28.47508113437633,13.312360658735251,middle
28.547223382172064,13.342122166658235,middle
28.619369522512244,13.371875191134405,middle
28.69151953695695,13.401619773889509,middle
28.763673407066253,13.4313559566493,middle
28.835831114400246,13.461083781139529,middle
28.907992640519,13.49080328908595,middle
28.980157966982603,13.52051452221431,middle
29.052327075351123,13.550217522250362,middle
29.124499947184656,13.57991233091986,middle
29.196676564043262,13.609598989948555,middle
29.268856907487038,13.6392775410622,middle
29.341040959076057,13.668948025986541,middle
29.413228700370404,13.698610486447333,middle
29.485420112930154,13.728264964170327,middle
29.55761517831539,13.757911500881276,middle
29.62981387808619,13.787550138305928,middle
29.702016193802635,13.81718091817004,middle
29.774222107024798,13.846803882199362,middle
29.846431599312773,13.876419072119642,middle
29.918644652226632,13.906026529656636,middle
29.990861247326457,13.93562629653609,middle
30.063081366172327,13.965218414483763,middle
30.135304990324318,13.9948029252254,middle
30.207532101342515,14.024379870486756,middle
30.27976268078701,14.053949291993584,middle
30.351996710217854,14.08351123147163,middle
30.424234171195152,14.113065730646651,middle
30.49647504527897,14.142612831244397,middle
30.568719314029398,14.17215257499062,middle
30.64096695900651,14.20168500361107,middle
30.71321796177039,14.231210158831498,middle
30.78547230388111,14.260728082377655,middle
30.857729966898766,14.290238815975298,middle
30.92999093238342,14.319742401350174,middle
31.002255181895162,14.349238880228036,middle
31.074522696994073,14.378728294334634,middle
31.14679345924023,14.408210685395723,middle
31.219067450193705,14.43768609513705,middle
31.291344651414594,14.46715456528437,middle
31.363625044462967,14.496616137563434,middle
31.43590861089891,14.526070853699991,middle
31.508195332282497,14.555518755419797,middle
31.580485190173814,14.584959884448603,middle
31.652778166132933,14.614394282512157,middle
31.725074241719938,14.643821991336212,middle
31.797373398494916,14.67324305264652,middle
31.86967561801794,14.702657508168832,middle
31.94198088184908,14.732065399628903,middle
32.014289171548434,14.761466768752479,middle
32.08660046867608,14.790861657265316,middle
32.158914754792086,14.82025010689316,middle
32.23123201145655,14.84963215936177,middle
32.303552220229534,14.879007856396894,middle
32.37587536267112,14.908377239724281,middle
32.4482014203414,14.937740351069689,middle
32.520530374800444,14.967097232158864,middle
32.59286220760835,14.99644792471756,middle
32.66519690032517,15.025792470471528,middle
32.73753443451099,15.05513091114652,middle
32.80987479172592,15.084463288468287,middle
32.88221795353001,15.11378964416258,middle
32.95456390148333,15.14311001995515,middle
33.026912617145996,15.172424457571752,middle
33.099264082078065,15.201732998738136,middle
33.17161827783963,15.231035685180052,middle
33.243975185990756,15.260332558623253,middle
33.316334788091524,15.28962366079349,middle
33.38869706570203,15.318909033416515,middle
33.46106200038235,15.348188718218077,middle
33.533429573692544,15.377462756923933,middle
33.605799767192714,15.406731191259828,middle
33.67817256244293,15.43599406295152,middle
33.75054794100328,15.465251413724756,middle
33.822925884433836,15.49450328530529,middle
33.895306374294684,15.523749719418875,middle
33.9676893921459,15.552990757791259,middle
34.04007491954756,15.582226442148194,middle
34.11246293805975,15.611456814215435,middle
34.18485342924255,15.640681915718728,middle
34.25724637465604,15.66990178838383,middle
34.3296417558603,15.69911647393649,middle
34.40203955441542,15.728326014102459,middle
34.47443975188145,15.757530450607492,middle
34.5468423298185,15.786729825177336,middle
34.61924726978664,15.815924179537744,middle
34.69165455334595,15.845113555414466,middle
34.764064162056506,15.874297994533258,middle
34.836476077478395,15.903477538619871,middle
34.90889028117169,15.932652229400054,middle
34.98130675469648,15.961822108599561,middle
35.05372547961284,15.99098721794414,middle
35.12614643748085,16.020147599159547,middle
35.19856960986059,16.04930329397153,middle
35.27099497831213,16.078454344105843,middle
35.34342252439557,16.107600791288235,middle
35.41585222967098,16.13674267724446,middle
35.48828407569844,16.165880043700266,middle
35.56071804403803,16.19501293238141,middle
35.63315411624983,16.224141385013642,middle
35.70559227389393,16.253265443322707,middle
35.77803249853039,16.282385149034365,middle
35.8504747717193,16.311500543874363,middle
35.922919075020744,16.340611669568457,middle
35.99536538999481,16.369718567842394,middle
36.067813698201554,16.39882128042193,middle
36.140263981201066,16.427919849032804,middle
36.21271622055343,16.45701431540079,middle
36.28517039781874,16.48610472125162,middle
36.357626494557046,16.515191108311054,middle
36.430084492328454,16.54427351830484,middle
36.50254437269302,16.573351992958738,middle
36.575006117210854,16.60242657399849,middle
36.64746970744201,16.63149730314985,middle
36.71993512494658,16.66056422213857,middle
36.79240235128464,16.689627372690403,middle
36.86487136801628,16.718686796531102,middle
36.93734215670156,16.74774253538641,middle
37.009814698900584,16.776794630982085,middle
37.08228897617341,16.80584312504389,middle
37.15476497008013,16.83488805929755,middle
37.22724266218083,16.86392947546884,middle
37.299722034035575,16.892967415283504,middle
37.37220306720445,16.92200192046729,middle
37.44468574324755,16.951033032745954,middle
37.51717004372494,16.980060793845244,middle
37.58965595019669,17.009085245490912,middle
37.66214344422289,17.038106429408714,middle
37.73463250736364,17.067124387324395,middle
37.807123121178996,17.096139160963716,middle
37.879615267229035,17.12515079205242,middle
37.952108927073866,17.154159322316257,middle
38.02460408227354,17.183164793480987,middle
38.09710071438814,17.212167247272358,middle
38.16959880497776,17.241166725416118,middle
38.24209833560248,17.270163269638026,middle
38.31459928782236,17.29915692166383,middle
38.38710164319751,17.328147723219278,middle
38.45960538328797,17.357135716030122,middle
38.53211048965386,17.38612094182212,middle
38.60461694385524,17.415103442321016,middle
38.677124727452195,17.444083259252565,middle
38.74963382200481,17.47306043434252,middle
38.82214420907315,17.502035009316632,middle
38.894655870217306,17.53100702590065,middle
38.96716878699736,17.559976525820332,middle
39.03968294097338,17.588943550801417,middle
39.112198313705456,17.61790814256967,middle
39.18471488675367,17.646870342850843,middle
39.2572326416781,17.675830193370672,middle
39.329751560038815,17.70478773585492,middle
39.402271623395904,17.733743012029343,middle
39.47479281330946,17.762696063619682,middle
39.54731511133954,17.79164693235169,middle
39.619838499046246,17.820595659951127,middle
39.69236295798964,17.849542288143734,middle
39.76488846972981,17.878486858655272,middle
39.837415015826835,17.90742941321149,middle
39.90994257784079,17.936369993538136,middle
39.98247113733176,17.965308641360963,middle
40.05500067585983,17.994245398405724,middle
40.127531174985066,18.023180306398167,middle
40.200062616267566,18.052113407064052,middle
40.2725949812674,18.08104474212912,middle
40.34512825154466,18.109974353319128,middle
40.417662408659396,18.138902282359826,middle
40.49019743417172,18.167828570976972,middle
40.562733309641686,18.19675326089631,middle
40.635270016629406,18.22567639384359,middle
40.70780753669493,18.25459801154457,middle
40.78034585139835,18.283518155724998,middle
40.85288494229975,18.312436868110627,middle
40.925424790959205,18.34135419042721,middle
40.9979653789368,18.370270164400498,middle
41.070506687792594,18.399184831756237,middle
41.1430486990867,18.428098234220183,middle
41.21559139437918,18.45701041351809,middle
41.28813475523011,18.485921411375703,middle
41.360678763199594,18.514831269518783,middle
41.43322339984768,18.54374002967307,middle
41.50576864673446,18.572647733564324,middle
41.57831448542002,18.601554422918298,middle
41.65086089746443,18.630460139460737,middle
41.72340786442779,18.659364924917398,middle
41.795955367870164,18.688268821014027,middle
41.86850338935163,18.717171869476378,middle
41.941051910432265,18.7460741120302,middle
42.013600912672175,18.774975590401258,middle
42.08615037763141,18.803876346315285,middle
42.15870028687007,18.832776421498046,middle
42.23125062194821,18.861675857675284,middle
42.30380136442595,18.890574696572756,middle
42.37635249586334,18.91947297991621,middle
42.44890399782046,18.948370749431398,middle
42.5214558518574,18.97726804684408,middle
42.59400803953424,19.006164913879996,middle
42.66656054241107,19.0350613922649,middle
42.739113342047936,19.06395752372455,middle
42.81166642000495,19.09285334998469,middle
42.884219757842175,19.121748912771075,middle
42.956773337119714,19.150644253809457,middle
43.02932713939762,19.179539414825587,middle
43.101881146235975,19.20843443754522,middle
43.17443533919488,19.237329363694098,middle
43.24698969983441,19.26622423499798,middle
43.31954420971462,19.295119093182617,middle
43.39209885039562,19.32401397997376,middle
43.464653603437476,19.352908937097162,middle
43.53720845040027,19.38180400627857,middle
43.609763372844085,19.41069922924374,middle
43.68231835232899,19.439594647718422,middle
43.75487337041508,19.468490303428368,middle
43.827428408662435,19.497386238099327,middle
43.89998344863112,19.526282493457057,middle
43.97253847188122,19.555179111227304,middle
44.04509345997283,19.584076133135817,middle
44.11764839446602,19.612973600908358,middle
44.19020325692086,19.64187155627067,middle
44.262758028897444,19.670770040948504,middle
44.33531269195585,19.699669096667616,middle
44.407867227656155,19.72856876515376,middle
44.48042161755843,19.757469088132673,middle
44.55297584322277,19.786370107330132,middle
44.62552988620926,19.81527186447186,middle
44.698083728077954,19.84417440128363,middle
44.77063735038895,19.87307775949118,middle
44.84319073470233,19.901981980820274,middle
44.91574386257816,19.930887106996654,middle
44.988296715576546,19.95979317974608,middle
45.060849275257546,19.988700240794287,middle
45.13340152318124,20.017608331867045,middle
45.20595344090773,20.0465174946901,middle
45.27850500999706,20.075427770989197,middle
45.35105621200935,20.10433920249009,middle
45.42360702850465,20.133251830918542,middle
45.496157441043046,20.16216569800029,middle
45.56870743118463,20.191080845461094,middle
45.64125698048947,20.2199973150267,middle
45.71380607051764,20.248915148422864,middle
45.786354682829256,20.27783438737534,middle
45.85890279898435,20.30675507360987,middle
45.93145040054305,20.33567724885221,middle
46.003997469065396,20.364600954828113,middle
46.076543986111474,20.393526233263334,middle
46.149089933241385,20.422453125883617,middle
46.22163529201519,20.451381674414723,middle
46.29418004399298,20.480311920582395,middle
46.36672417073483,20.50924390611239,middle
46.439267653800826,20.538177672730452,middle
46.51181047475104,20.567113262162337,middle
46.58435261514555,20.5960507161338,middle
46.65689405654445,20.624990076370594,middle
46.72943478050781,20.65393138459846,middle
46.8019747685957,20.68287468254316,middle
46.87451400236823,20.711820011930442,middle
46.947052463385454,20.740767414486058,middle
47.01959013320746,20.76971693193575,middle
47.092126993394324,20.798668606005286,middle
47.16466302550614,20.82762247842041,middle
47.23719821110297,20.856578590906874,middle
47.309732531744906,20.885536985190427,middle
47.382265968992016,20.914497702996822,middle
47.454798504404394,20.943460786051816,middle
47.52733011954212,20.97242627608115,middle
47.59986079596526,21.00139421481058,middle
47.67239051523391,21.030364643965864,middle
47.74491925890814,21.059337605272752,middle
47.81744700854803,21.08831314045699,middle
47.88997374571366,21.117291291244328,middle
47.96249945196512,21.146272099360523,middle
48.03502410886248,21.175255606531323,middle
48.10754769796582,21.204241854482483,middle
48.18007020083523,21.233230884939758,middle
48.25259159903079,21.262222739628886,middle
48.325111874112544,21.291217460275632,middle
48.397631007640626,21.320215088605742,middle
48.47014898117509,21.34921566634497,middle
48.54266577627601,21.378219235219067,middle
48.61518137450348,21.40722583695378,middle
48.687695757417565,21.43623551327487,middle
48.76020890657836,21.465248305908073,middle
48.83272080354594,21.494264256579157,middle
48.905231429880374,21.523283407013867,middle
48.97774076714176,21.55230579893795,middle
49.050248796890166,21.581331474077167,middle
49.122755500685685,21.610360474157265,middle
49.195260860088375,21.63939284090399,middle
49.26776485665834,21.6684286160431,middle
49.34026747195565,21.69746784130035,middle
49.41276868754037,21.726510558401483,middle
49.48526848497261,21.755556809072257,middle
49.557766845812424,21.78460663503842,middle
49.630263751619914,21.813660078025723,middle
49.70275918395514,21.84271717975992,middle
49.77525312437819,21.871777981966765,middle
49.84774555444915,21.900842526372003,middle
49.92023645572808,21.92991085470139,middle
49.9927258097751,21.95898300868068,middle
50.065213598150244,21.988059030035615,middle
50.13769980241362,22.017138960491952,middle
50.21018440412529,22.04622284177545,middle
50.28266738484537,22.07531071561185,middle
50.355148726133905,22.10440262372691,middle
50.427628409550984,22.13349860784638,middle
50.50010641665668,22.162598709696006,middle
50.57258272901108,22.191702971001543,middle
50.64505732817428,22.220811433488745,middle
50.71753019570633,22.24992413888337,middle
50.79000131316734,22.279041128911157,middle
50.862470662117374,22.30816244529786,middle
50.934938224116515,22.337288129769235,middle
51.007403980724824,22.366418224051035,middle
51.07986791350241,22.395552769869003,middle
51.15233000400935,22.424691808948896,middle
51.224790233805706,22.453835383016468,middle
51.29724858445159,22.48298353379747,middle
51.36970503750703,22.51213630301765,middle
51.44215957453215,22.541293732402757,middle
51.51461217708701,22.570455863678553,middle
51.5870628267317,22.599622738570776,middle
51.6595115050263,22.628794398805194,middle
51.731958193530886,22.65797088610755,middle
51.80440287380553,22.68715224220358,middle
51.87684552741034,22.716338508819064,middle
